player_name,player_url,club,position,nationality,kit_number,age,rating,matches_played,minutes,minutes_per90,annual_salary,matches_started,matches_subbed_in,matches_subbed_out,goals_scored,goals_scored_per90,goal_involvement,goal_involvement_per90,goals_at_home,goals_at_home_per90,goals_at_away,goals_at_away_per90,expected_goals_xg,expected_goals_xg_per90,non-penalty_xg_npxg,non-penalty_xg_npxg_per90,penalties_scored,hat-tricks,3_or_more_goals,2_or_more_goals,minutes_per_goal,shots_taken,shots_taken_per90,shots_on_target,shots_on_target_per90,shots_off_target,shots_off_target_per90,hit_the_woodwork,hit_the_woodwork_per90,shot_conversion_rate,shot_accuracy,shots_per_goal_scored,assists,assists_per90,expected_assists_xa,expected_assists_xa_per90,passes,passes_per90,successful_passes,successful_passes_per90,pass_completion_rate,key_passes,key_passes_per90,crosses,crosses_per90,successful_crosses,successful_crosses_per90,cross_completion_rate,minutes_per_assist,dribbles,dribbles_per90,successful_dribbles,successful_dribbles_per90,dribble_success_rate,dispossesed,dispossesed_per90,offsides,offsides_per90,yellow_cards,red_cards,total_cards,total_cards_per90,minutes_per_booking,cards_over_0.5,cards_over_0.5_per90,fouls_committed,fouls_committed_per90,fouled_against,fouled_against_per90,goals_conceded,goals_conceded_per90,minutes_per_goal_conceded,clean_sheets,clean_sheets_per90,tackles,tackles_per90,interceptions,interceptions_per90,ground_duels,ground_duels_per90,ground_duels_won,ground_duels_won_per90,aerial_duels_won,aerial_duels_won_per90,dribbled_past,dribbled_past_per90,clearances,clearances_per90,shots_blocked,shots_blocked_per90,penalties_given_away,penalties_given_away_per90,penalty_conversion_rate,penalty_conversion_rate_per90,penalties_taken,penalties_taken_per90,penalties_scored_per90,penalties_missed,penalties_missed_per90,shots_faced,shots_faced_per90,saves,saves_per90,save_percentage,save_percentage_per90,punches,punches_per90
Zakaria Fati,https://footystats.org/players/morocco/zakaria-fati,"Yacoub El MansourPosition : MidfielderNationality : MoroccoKit Number : #7Age : 33 (September 6, 1992)Annual Salary (Euros) : €150,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #7Age : 33 (September 6, 1992)Annual Salary (Euros) : €150,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #7Age : 33 (September 6, 1992)Annual Salary (Euros) : €150,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,33.0,251.0,16,1283,80 min' per appearance,"€150,000",15,0,1,5,0.35,5,0.35,1,0.17,4,0.47,3.21,0.25,3.21,0.25,0,0,0,1,257 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.07,1283 min' / card,0,0%,0,0.0,0,0.0,17,1.19,75 min',2,13%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,100%,0,3,3,0,0,,,,,,,,
El Yazid Faffa,https://footystats.org/players/morocco/el-yazid-faffa,"CR Khemis ZemamraPosition : MidfielderNationality : MoroccoBirthplace : Casablanca - MoroccoKit Number : #24Annual Salary (Euros) : €100,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoBirthplace : Casablanca - MoroccoKit Number : #24Annual Salary (Euros) : €100,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoBirthplace : Casablanca - MoroccoKit Number : #24Annual Salary (Euros) : €100,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,109.0,15,1209,81 min' per appearance,"€100,000",14,0,1,5,0.37,6,0.45,1,0.13,4,0.67,3.1,0.29,2.4,0.22,0,1,1,1,242 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.07,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,1209 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,1,3,0.22,403 min' / card,0,0%,0,0.0,0,0.0,13,0.97,93 min',5,33%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Moussa Koné,https://footystats.org/players/senegal/moussa-kone,"Olympic SafiPosition : Forward - Centre ForwardNationality : SenegalFoot : RightKit Number : #14Age : 29 (December 30, 1996)Height : 174cmWeight : 70kgAnnual Salary (Euros) : €160,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Forward - Centre ForwardNationality : SenegalFoot : RightKit Number : #14Age : 29 (December 30, 1996)Height : 174cmWeight : 70kgAnnual Salary (Euros) : €160,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","SenegalFoot : RightKit Number : #14Age : 29 (December 30, 1996)Height : 174cmWeight : 70kgAnnual Salary (Euros) : €160,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,29.0,6.0,7,137,20 min' per appearance,"€160,000",0,7,0,3,1.97,3,1.97,2,2.5,1,1.38,2.33,1.06,2.33,1.06,0,0,0,0,46 min' / goal,7,3.18,3/ 7,1.36,4/ 7,1.82,0 times,0.0,42.86%,42.86%,2.33,0,0.0,0.29,0.13,34,15.45,27/ 34,12.27,79.41%,5,2.27,1,0.45,0/ 1,0.0,0.00%,No Assists,2,0.91,2.0,0.91,100.00%,0,0.0,1.0,0.45,0,0,0,0.0,No Bookings,0,0%,3,1.36,6,2.73,2,1.31,69 min',3,43%,1,0.45,1,0.45,23,10.45,10,4.55,3,1.36,1,0.45,0,0.0,0,0.0,0,0.0,No Pens,72.73%,0,11,8,0,3,,,,,,,,
Thembinkosi Lorch,https://footystats.org/players/south-africa/thembinkosi-lorch,"Al-IttihadNational Team : South AfricaPosition : ForwardNationality : South AfricaAge : 32 (July 22, 1993)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : South AfricaAge : 32 (July 22, 1993)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","South AfricaAge : 32 (July 22, 1993)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,32.0,,4,202,51 min' per appearance,,2,2,1,0,0.0,3,1.34,0,0.0,0,0.0,0.3,0.13,0.3,0.13,0,0,0,0,0 min' / goal,4,1.78,1/ 4,0.45,3/ 4,1.34,0 times,0.0,0.00%,25.00%,0.0,3,1.34,1.41,0.63,109,48.56,85/ 109,37.87,77.98%,4,1.78,6,2.67,0/ 6,0.0,0.00%,67 min' / assist,3,1.34,1.0,0.45,33.33%,2,0.89,2.0,0.89,0,0,0,0.0,No Bookings,0,0%,0,0.0,3,1.34,1,0.45,202 min',3,75%,0,0.0,1,0.45,10,4.46,4,1.78,1,0.45,1,0.45,0,0.0,0,0.0,0,0.0,No Pens,0%,0,1,0,0,1,,,,,,,,
Soulyman Allouch,https://footystats.org/players/netherlands/soulyman-allouch,"Maghreb FèsNational Team : Netherlands U17Position : MidfielderNationality : NetherlandsFoot : RightKit Number : #11Age : 24 (January 26, 2002)Height : 174cmAnnual Salary (Euros) : €130,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : NetherlandsFoot : RightKit Number : #11Age : 24 (January 26, 2002)Height : 174cmAnnual Salary (Euros) : €130,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","NetherlandsFoot : RightKit Number : #11Age : 24 (January 26, 2002)Height : 174cmAnnual Salary (Euros) : €130,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,24.0,100.0,14,1030,74 min' per appearance,"€130,000",12,2,2,4,0.35,5,0.44,2,0.42,2,0.3,2.25,0.2,2.25,0.2,0,0,0,1,258 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.09,0.63,0.05,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,1030 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,0,0.0,0,0.0,5,0.44,206 min',7,50%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,100%,0,1,1,0,0,,,,,,,,
Ayoub Benaadi,https://footystats.org/players/morocco/ayoub-benaadi,"Olympique DcheïraPosition : ForwardNationality : MoroccoKit Number : #2Age : 33 (December 29, 1992)Annual Salary (Euros) : €70,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : MoroccoKit Number : #2Age : 33 (December 29, 1992)Annual Salary (Euros) : €70,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #2Age : 33 (December 29, 1992)Annual Salary (Euros) : €70,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,33.0,42.0,16,1403,88 min' per appearance,"€70,000",16,0,2,4,0.26,8,0.51,1,0.12,3,0.43,1.08,0.09,0.38,0.03,0,0,0,0,351 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,4,0.26,1.23,0.1,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,351 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.06,1403 min' / card,1,6%,0,0.0,0,0.0,21,1.35,67 min',3,19%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Ayoub Mouloua,https://footystats.org/players/morocco/ayoub-mouloua,"FUS RabatNational Team : MoroccoPosition : ForwardNationality : MoroccoKit Number : #9Age : 23 (September 30, 2002)Annual Salary (Euros) : €190,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : MoroccoKit Number : #9Age : 23 (September 30, 2002)Annual Salary (Euros) : €190,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #9Age : 23 (September 30, 2002)Annual Salary (Euros) : €190,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,23.0,40.0,17,1266,74 min' per appearance,"€190,000",14,3,3,4,0.28,6,0.43,1,0.15,3,0.4,2.11,0.17,2.11,0.17,0,0,0,1,317 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,2,0.14,1.02,0.08,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,633 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,0,2,0.14,633 min' / card,2,12%,0,0.0,0,0.0,15,1.07,84 min',3,18%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Salah-eddine Benyachou,https://footystats.org/players/morocco/salah-eddine-benyachou,"FUS RabatPosition : MidfielderNationality : MoroccoKit Number : #20Annual Salary (Euros) : €80,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #20Annual Salary (Euros) : €80,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #20Annual Salary (Euros) : €80,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,275.0,15,718,48 min' per appearance,"€80,000",8,7,3,4,0.5,4,0.5,3,0.64,1,0.31,2.34,0.29,1.64,0.2,0,0,0,0,180 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,0,0.0,0,0.0,14,1.75,51 min',3,20%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Hamza El Janati,https://footystats.org/players/morocco/hamza-el-janati,"Kawkab MarrakechPosition : MidfielderNationality : MoroccoKit Number : #6Annual Salary (Euros) : €110,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #6Annual Salary (Euros) : €110,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #6Annual Salary (Euros) : €110,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,274.0,17,1251,74 min' per appearance,"€110,000",14,3,3,4,0.29,4,0.29,3,0.5,1,0.13,2.02,0.15,0.62,0.05,0,0,0,0,313 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,3,0,3,0.22,417 min' / card,3,18%,0,0.0,0,0.0,8,0.58,156 min',6,35%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,50%,0,2,1,0,1,,,,,,,,
Walid Sabbar,https://footystats.org/players/morocco/walid-sabbar,"Wydad CasablancaPosition : Midfielder - Attacking MidfieldNationality : MoroccoFoot : RightKit Number : #21Age : 30 (February 25, 1996)Height : 177cmWeight : 64kgAnnual Salary (Euros) : €120,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Midfielder - Attacking MidfieldNationality : MoroccoFoot : RightKit Number : #21Age : 30 (February 25, 1996)Height : 177cmWeight : 64kgAnnual Salary (Euros) : €120,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoFoot : RightKit Number : #21Age : 30 (February 25, 1996)Height : 177cmWeight : 64kgAnnual Salary (Euros) : €120,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,30.0,210.0,8,515,64 min' per appearance,"€120,000",5,3,0,0,0.0,1,0.17,0,0.0,0,0.0,0.45,0.08,0.45,0.08,0,0,0,0,0 min' / goal,7,1.22,1/ 7,0.17,6/ 7,1.05,0 times,0.0,0.00%,14.29%,0.0,1,0.17,1.42,0.25,280,48.93,232/ 280,40.54,82.86%,10,1.75,5,0.87,3/ 5,0.52,60.00%,515 min' / assist,5,0.87,2.0,0.35,40.00%,5,0.87,1.0,0.17,1,0,1,0.17,515 min' / card,1,12%,11,1.92,5,0.87,4,0.7,129 min',5,63%,13,2.27,4,0.7,47,8.21,24,4.19,4,0.7,3,0.52,6,1.05,1,0.17,0,0.0,No Pens,100%,0,1,1,0,0,,,,,,,,
Lamina Diakité,https://footystats.org/players/morocco/lamina-diakite,"FUS RabatPosition : MidfielderNationality : MoroccoKit Number : #11Age : 34 (June 15, 1991)Annual Salary (Euros) : €120,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #11Age : 34 (June 15, 1991)Annual Salary (Euros) : €120,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #11Age : 34 (June 15, 1991)Annual Salary (Euros) : €120,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,34.0,140.0,8,525,66 min' per appearance,"€120,000",8,0,5,3,0.51,3,0.51,2,0.85,1,0.29,1.66,0.28,1.66,0.28,0,0,0,0,175 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,1,2,0.34,263 min' / card,1,12%,0,0.0,0,0.0,9,1.54,58 min',2,25%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,100%,0,2,2,0,0,,,,,,,,
Abdellah Khafifi,https://footystats.org/players/morocco/abdellah-khafifi,"Raja CasablancaPosition : DefenderNationality : MoroccoFoot : RightKit Number : #5Age : 33 (February 19, 1993)Height : 183cmAnnual Salary (Euros) : €110,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoFoot : RightKit Number : #5Age : 33 (February 19, 1993)Height : 183cmAnnual Salary (Euros) : €110,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoFoot : RightKit Number : #5Age : 33 (February 19, 1993)Height : 183cmAnnual Salary (Euros) : €110,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,33.0,3.0,15,1330,89 min' per appearance,"€110,000",15,0,2,3,0.2,4,0.27,2,0.25,1,0.15,1.79,0.12,1.79,0.12,0,0,0,0,443 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.07,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,1330 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,5,0,5,0.34,266 min' / card,5,33%,0,0.0,0,0.0,5,0.34,266 min',10,67%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Karim Lagrouch,https://footystats.org/players/morocco/karim-lagrouch,"Ittihad TangerPosition : MidfielderNationality : MoroccoKit Number : #28GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #28GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #28GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,144.0,8,533,67 min' per appearance,,5,3,2,3,0.51,3,0.51,1,0.42,2,0.56,1.94,0.35,1.94,0.35,0,0,0,0,178 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,0,0.0,0,0.0,7,1.18,76 min',1,13%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Ismail Khafi,https://footystats.org/players/morocco/ismail-khafi,"Raja CasablancaNational Team : MoroccoPosition : ForwardNationality : MoroccoKit Number : #99Annual Salary (Euros) : €280,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : MoroccoKit Number : #99Annual Salary (Euros) : €280,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #99Annual Salary (Euros) : €280,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,29.0,15,780,52 min' per appearance,"€280,000",8,7,1,3,0.35,3,0.35,1,0.23,2,0.47,1.55,0.19,1.55,0.19,0,0,0,0,260 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,4,0,4,0.46,195 min' / card,4,27%,0,0.0,0,0.0,1,0.12,780 min',9,60%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,50%,0,6,3,0,3,,,,,,,,
Yassine Jabrane,https://footystats.org/players/morocco/yassine-jabrane,"Olympique DcheïraPosition : ForwardNationality : MoroccoKit Number : #91Age : 25 (May 15, 2000)Height : 190cmAnnual Salary (Euros) : €32,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : MoroccoKit Number : #91Age : 25 (May 15, 2000)Height : 190cmAnnual Salary (Euros) : €32,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #91Age : 25 (May 15, 2000)Height : 190cmAnnual Salary (Euros) : €32,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,25.0,26.0,12,760,63 min' per appearance,"€32,000",8,4,3,3,0.36,4,0.47,1,0.2,2,0.58,0.63,0.14,0.63,0.14,0,0,0,0,253 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.12,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,760 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.12,760 min' / card,1,8%,0,0.0,0,0.0,12,1.42,63 min',2,17%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Abdellah Ziani,https://footystats.org/players/morocco/abdellah-ziani,"Difaâ El JadidaPosition : MidfielderNationality : MoroccoKit Number : #77Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #77Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #77Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,60.0,15,1169,78 min' per appearance,"€35,000",14,1,2,3,0.23,5,0.38,2,0.3,1,0.16,0.55,0.09,0.55,0.09,0,0,0,0,390 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,2,0.15,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,585 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,3,0,3,0.23,390 min' / card,3,20%,0,0.0,0,0.0,10,0.77,117 min',7,47%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Hicham Ait Brayem,https://footystats.org/players/morocco/hicham-ait-brayem,"Olympique DcheïraPosition : MidfielderNationality : MoroccoKit Number : #15Age : 29 (November 27, 1996)Annual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #15Age : 29 (November 27, 1996)Annual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #15Age : 29 (November 27, 1996)Annual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,29.0,172.0,14,1208,86 min' per appearance,"€55,000",14,0,4,3,0.22,3,0.22,1,0.18,2,0.26,1.13,0.09,1.13,0.09,0,0,0,0,403 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,4,0,4,0.3,302 min' / card,4,29%,0,0.0,0,0.0,17,1.27,71 min',3,21%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Younes El Bahraoui,https://footystats.org/players/morocco/younes-el-bahraoui,"Kawkab MarrakechNational Team : Morocco U20Position : ForwardNationality : MoroccoKit Number : #47Age : 21 (January 4, 2005)Height : 180cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : MoroccoKit Number : #47Age : 21 (January 4, 2005)Height : 180cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #47Age : 21 (January 4, 2005)Height : 180cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,21.0,27.0,12,773,64 min' per appearance,,9,3,7,3,0.35,4,0.47,2,0.4,1,0.27,1.71,0.26,1.01,0.15,0,0,0,0,258 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.12,0.62,0.09,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,773 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.12,773 min' / card,1,8%,0,0.0,0,0.0,3,0.35,258 min',4,33%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
